Investigator,Lena and Yossi,Time (s),Electrode,Amplitude (mV)
,,00443.235840,B5_22,0.064
,,00443.243680,B5_44,0.219
,,00443.244320,B5_24,0.03
,,00443.246560,B5_44,0.029
,,00443.248000,D2_23,0.045
,,00443.249280,B5_13,0.048
,,00443.249440,D2_34,0.064
,,00443.250080,B5_12,0.072
,,00443.250640,B5_44,0.139
,,00443.252720,D2_23,0.08
,,00443.254000,B5_44,0.15
,,00443.259680,D2_23,0.036
,,00443.267040,B5_14,0.038
,,00443.267520,B5_12,0.071
,,00443.275120,B5_14,0.037
,,00443.279600,B5_12,0.08
,,00443.284160,D2_21,0.067
,,00443.286240,D2_23,0.053
,,00443.287680,B5_22,0.053
,,00443.290560,D2_34,0.056
,,00443.290880,B6_23,0.048
,,00443.296000,B5_22,0.044
,,00443.296560,B5_12,0.048
,,00443.296960,B5_11,0.068
,,00443.299840,B5_13,0.05
,,00443.300320,D2_31,0.042
,,00443.304320,D2_23,0.06
,,00443.313760,D2_23,0.037
,,00443.318960,A2_44,0.038
,,00443.320480,D2_34,0.058
,,00443.322240,D2_23,0.044
,,00443.324400,B5_12,0.065
,,00443.328400,B5_22,0.069
,,00443.337520,D2_31,0.057
,,00443.348880,A2_44,0.048
,,00443.352160,B5_22,0.059
,,00443.352880,B5_12,0.054
,,00443.353440,A2_44,0.034
,,00443.355600,D2_23,0.063
,,00443.359040,D2_34,0.062
,,00443.364240,A2_44,0.052
,,00443.365520,B6_41,0.017
,,00443.367040,A2_44,0.036
,,00443.369360,A2_22,0.04
,,00443.372320,D2_23,0.035
,,00443.379840,A5_24,0.077
,,00443.381520,B5_11,0.055
,,00443.382400,A2_44,0.045
,,00443.384880,A2_44,0.051
,,00443.387520,B2_32,0.034
,,00443.389120,D2_34,0.059
,,00443.391280,D2_31,0.041
,,00443.392480,D2_23,0.045
,,00443.404640,D2_31,0.042
,,00443.412480,D2_23,0.034
,,00443.414000,B6_12,0.033
,,00443.415520,A2_22,0.033
,,00443.415600,B6_21,0.036
,,00443.419600,D2_23,0.043
,,00443.422720,A2_44,0.075
,,00443.422880,D2_34,0.067
,,00443.425120,A2_44,0.078
,,00443.428080,D2_21,0.052
,,00443.428160,B6_41,0.024
,,00443.428240,A2_44,0.05
,,00443.431040,A2_44,0.041
,,00443.435120,D2_31,0.034
,,00443.455040,D2_34,0.061
,,00443.458560,B6_21,0.033
,,00443.466000,D2_23,0.038
,,00443.467360,D2_21,0.059
,,00443.482160,A2_44,0.069
,,00443.487600,D2_31,0.041
,,00443.496960,A2_44,0.046
,,00443.535120,D2_23,0.043
,,00443.536320,D2_31,0.026
,,00443.567120,D2_23,0.041
,,00443.576160,D2_34,0.055
,,00443.611280,D2_34,0.056
,,00443.656480,D2_34,0.055
,,00443.665440,B6_41,0.021
,,00443.681280,D2_21,0.038
,,00443.682480,B6_23,0.058
,,00443.720880,B2_31,0.056
,,00443.728880,D2_34,0.06
,,00443.731600,B2_31,0.056
,,00443.743840,B2_31,0.049
,,00443.855920,D2_34,0.064
,,00443.880240,D2_34,0.058
,,00443.937440,B6_23,0.048
,,00443.955920,D2_34,0.057
,,00444.103920,D2_21,0.038
,,00444.188480,D2_34,0.104
,,00444.226080,C3_43,0.079
,,00444.258800,D2_34,0.091
,,00444.262560,B6_23,0.057
,,00444.278800,C3_43,0.066
,,00444.286400,D2_34,0.082
,,00444.314400,A2_44,0.047
,,00444.326400,C3_43,0.07
,,00444.364240,C3_43,0.057
,,00444.404160,C3_43,0.063
,,00444.408240,B2_32,0.035
,,00444.419360,B2_31,0.061
,,00444.444240,B2_31,0.06
,,00444.445280,B3_44,0.06
,,00444.450240,C3_43,0.048
,,00444.456240,D2_34,0.093
,,00444.503760,A1_43,0.064
,,00444.508880,B2_32,0.041
,,00444.737280,A2_44,0.041
,,00444.749120,D2_34,0.101
,,00444.779280,D2_34,0.091
,,00444.786640,A5_13,0.061
,,00444.794960,A2_44,0.047
,,00444.802400,D2_21,0.036
,,00444.809840,A5_13,0.066
,,00444.821680,A5_11,0.038
,,00444.827840,A5_13,0.059
,,00444.833760,A5_43,0.028
,,00444.837840,A2_44,0.061
,,00444.841040,D2_34,0.076
,,00444.862400,D2_34,0.047
,,00444.867280,A5_13,0.067
,,00444.871840,A2_44,0.032
,,00444.886160,D2_34,0.03
,,00444.891840,A5_13,0.059
,,00444.967520,D2_34,0.06
,,00445.018400,A1_43,0.062
,,00445.037200,D2_34,0.064
,,00445.090880,B6_23,0.054
,,00445.095120,A5_13,0.059
,,00445.165360,B3_42,0.047
,,00445.165920,B3_22,0.148
,,00445.168400,B3_22,0.048
,,00445.170880,B3_22,0.105
,,00445.171760,B3_32,0.056
,,00445.173280,B3_22,0.077
,,00445.180320,B3_22,0.056
,,00445.184880,B3_22,0.041
,,00445.186080,B3_42,0.035
,,00445.187760,B3_22,0.124
,,00445.187920,D2_21,0.035
,,00445.200800,B3_22,0.038
,,00445.203920,B3_32,0.041
,,00445.210720,A5_13,0.058
,,00445.226720,D2_34,0.078
,,00445.240880,B3_42,0.041
,,00445.245360,B3_32,0.038
,,00445.246960,B3_42,0.045
,,00445.268720,B3_44,0.042
,,00445.279520,B3_42,0.042
,,00445.285280,A5_13,0.058
,,00445.288800,B3_41,0.015
,,00445.289120,B3_42,0.045
,,00445.294240,B3_42,0.065
,,00445.298720,B3_42,0.025
,,00445.303280,B3_44,0.039
,,00445.304000,B3_42,0.048
,,00445.305600,B3_22,0.042
,,00445.310400,D5_33,0.055
,,00445.316480,B3_44,0.033
,,00445.317520,D5_13,0.032
,,00445.318080,A5_13,0.045
,,00445.321120,D5_33,0.026
,,00445.336000,D5_43,0.045
,,00445.340480,D5_13,0.023
,,00445.345920,D2_34,0.086
,,00445.349520,D6_33,0.037
,,00445.354240,D5_33,0.045
,,00445.360480,A5_13,0.05
,,00445.385120,D5_43,0.037
,,00445.388400,A5_13,0.054
,,00445.393040,B3_44,0.056
,,00445.405440,A5_13,0.047
,,00445.416240,B3_44,0.056
,,00445.428720,D5_43,0.053
,,00445.444960,D5_13,0.038
,,00445.456000,D5_33,0.033
,,00445.472320,A5_13,0.054
,,00445.478160,D5_13,0.038
,,00445.512800,D5_43,0.049
,,00445.519200,D5_33,0.042
,,00445.519760,D5_21,0.028
,,00445.526800,A5_13,0.054
,,00445.532160,A2_44,0.051
,,00445.532880,D2_34,0.084
,,00445.545040,D2_34,0.034
,,00445.555920,A1_43,0.052
,,00445.558000,A5_13,0.045
,,00445.595360,A5_13,0.053
,,00445.600640,D2_34,0.073
,,00445.603200,D5_34,0.033
,,00445.618640,B6_23,0.057
,,00445.629520,D5_33,0.043
,,00445.633920,D5_22,0.032
,,00445.634080,A5_13,0.046
,,00445.659280,B2_32,0.042
,,00445.668400,D5_41,0.014
,,00445.672880,D5_33,0.036
,,00445.679920,D5_43,0.042
,,00445.680400,D5_41,0.025
,,00445.681520,B6_23,0.052
,,00445.683840,D5_44,0.036
,,00445.697040,D5_41,0.017
,,00445.702080,D5_41,0.026
,,00445.702400,D5_43,0.054
,,00445.702800,D5_44,0.031
,,00445.704640,D5_33,0.029
,,00445.707440,D5_41,0.033
,,00445.707920,D5_43,0.042
,,00445.708080,D5_44,0.042
,,00445.709440,D5_33,0.038
,,00445.710560,D5_41,0.017
,,00445.711440,D5_34,0.031
,,00445.712000,A5_13,0.04
,,00445.713920,D5_41,0.016
,,00445.715440,A4_23,0.05
,,00445.715760,D5_21,0.048
,,00445.717360,B3_44,0.062
,,00445.718960,D5_41,0.036
,,00445.719200,D5_43,0.024
,,00445.719360,D5_22,0.039
,,00445.722000,D5_33,0.073
,,00445.722640,D5_43,0.04
,,00445.722720,D5_34,0.038
,,00445.723120,D5_41,0.019
,,00445.724400,D5_44,0.034
,,00445.725040,D5_33,0.036
,,00445.725760,D5_41,0.029
,,00445.728720,D5_44,0.041
,,00445.729680,D5_43,0.043
,,00445.730640,D5_41,0.016
,,00445.731360,D5_44,0.029
,,00445.732560,D5_33,0.04
,,00445.735200,D5_41,0.027
,,00445.735680,D5_33,0.085
,,00445.737440,D5_43,0.044
,,00445.738000,D5_41,0.022
,,00445.738720,D5_33,0.038
,,00445.739040,D5_44,0.028
,,00445.740720,D5_34,0.046
,,00445.740720,D5_41,0.026
,,00445.744000,D5_21,0.042
,,00445.744080,D5_33,0.039
,,00445.745360,D5_41,0.023
,,00445.746240,D5_34,0.041
,,00445.749040,D5_33,0.032
,,00445.749920,D5_34,0.048
,,00445.751200,D5_43,0.051
,,00445.751840,D5_41,0.023
,,00445.753200,D5_34,0.029
,,00445.753920,D5_21,0.03
,,00445.754720,D5_44,0.042
,,00445.754880,D5_43,0.043
,,00445.754960,D5_41,0.017
,,00445.755040,D5_33,0.023
,,00445.755920,D5_13,0.058
,,00445.757200,D5_41,0.021
,,00445.757520,D5_33,0.059
,,00445.758240,D5_13,0.041
,,00445.759520,D5_41,0.017
,,00445.761760,D5_44,0.076
,,00445.762000,D5_33,0.052
,,00445.762480,D5_41,0.023
,,00445.763200,D5_43,0.073
,,00445.764560,D5_33,0.043
,,00445.765200,D5_41,0.023
,,00445.765440,D5_44,0.055
,,00445.766000,D5_34,0.032
,,00445.766400,D5_21,0.033
,,00445.766880,D5_43,0.04
,,00445.768000,D5_41,0.017
,,00445.768400,D5_34,0.038
,,00445.770320,D5_13,0.05
,,00445.772000,D5_33,0.055
,,00445.773120,D5_34,0.04
,,00445.773680,A2_44,0.065
,,00445.774000,D5_43,0.054
,,00445.774960,D5_41,0.037
,,00445.775440,D5_34,0.064
,,00445.775600,D5_21,0.038
,,00445.776800,D5_43,0.062
,,00445.776960,D5_33,0.07
,,00445.777120,D5_44,0.07
,,00445.777920,D5_41,0.022
,,00445.778720,D5_34,0.018
,,00445.779280,D5_33,0.072
,,00445.779520,D5_44,0.033
,,00445.782800,D5_33,0.053
,,00445.783600,D5_34,0.034
,,00445.784000,D5_43,0.054
,,00445.785040,D5_41,0.022
,,00445.785120,D5_33,0.06
,,00445.786560,D5_31,0.031
,,00445.786800,D5_44,0.044
,,00445.787040,D5_43,0.051
,,00445.787280,D5_41,0.028
,,00445.787600,D5_13,0.044
,,00445.789360,D5_43,0.06
,,00445.789440,D5_33,0.077
,,00445.789920,D5_41,0.015
,,00445.790240,D5_44,0.025
,,00445.790400,D5_34,0.038
,,00445.792080,D5_43,0.031
,,00445.792960,D5_41,0.024
,,00445.793200,D5_21,0.036
,,00445.793760,D5_33,0.031
,,00445.795120,D5_22,0.034
,,00445.796160,D5_34,0.024
,,00445.796240,D5_43,0.035
,,00445.796640,D5_33,0.037
,,00445.797120,D5_41,0.021
,,00445.798480,D5_43,0.098
,,00445.799520,D5_33,0.055
,,00445.799680,D5_41,0.017
,,00445.800560,D5_44,0.043
,,00445.801200,D5_43,0.038
,,00445.802320,D5_41,0.018
,,00445.802640,D5_42,0.03
,,00445.803040,D5_34,0.044
,,00445.803440,D5_43,0.038
,,00445.804880,D5_13,0.03
,,00445.807600,D5_43,0.062
,,00445.809440,D5_33,0.064
,,00445.810080,D5_41,0.016
,,00445.813440,D5_31,0.048
,,00445.813520,D5_33,0.048
,,00445.813680,D5_41,0.013
,,00445.814480,D1_12,0.033
,,00445.815280,D5_21,0.059
,,00445.815760,D5_34,0.038
,,00445.818720,D5_41,0.013
,,00445.819040,D5_33,0.047
,,00445.819440,D5_43,0.045
,,00445.821280,D5_13,0.043
,,00445.821680,D5_33,0.056
,,00445.823680,D5_44,0.037
,,00445.824000,D5_43,0.032
,,00445.828080,D5_43,0.037
,,00445.832000,D5_41,0.016
,,00445.835200,D5_41,0.016
,,00445.837520,D5_33,0.051
,,00445.841840,D5_33,0.033
,,00445.845440,D5_33,0.034
,,00445.851760,D5_33,0.044
,,00445.855040,D5_43,0.048
,,00445.855600,D2_34,0.082
,,00445.856960,D5_41,0.023
,,00445.865600,D5_33,0.047
,,00445.865760,D5_34,0.034
,,00445.868640,D5_33,0.032
,,00445.877200,D5_33,0.039
,,00445.880640,D5_33,0.038
,,00445.885040,D2_21,0.034
,,00445.887360,D5_33,0.051
,,00445.892240,D5_33,0.037
,,00445.897920,D1_42,0.041
,,00445.917200,D5_41,0.017
,,00445.944160,D5_33,0.04
,,00445.948960,D5_43,0.029
,,00445.960160,D1_22,0.04
,,00445.960240,D5_33,0.043
,,00445.973280,D1_42,0.05
,,00445.977120,D1_22,0.033
,,00445.979360,D1_41,0.014
,,00445.979920,D1_22,0.039
,,00445.996000,D1_42,0.028
,,00446.018800,D1_22,0.031
,,00446.022640,A2_44,0.064
,,00446.030720,D1_42,0.033
,,00446.054880,D1_22,0.04
,,00446.137760,D5_34,0.031
,,00446.152560,B6_23,0.059
,,00446.309920,C4_42,0.038
,,00446.316720,B5_12,0.04
,,00446.322400,C4_34,0.044
,,00446.327200,A2_44,0.031
,,00446.364080,A2_44,0.047
,,00446.367120,A2_44,0.025
,,00446.398000,D2_21,0.039
,,00446.401040,A2_24,0.03
,,00446.411760,D5_33,0.044
,,00446.559520,B2_32,0.045
,,00446.580880,A1_44,0.071
,,00446.581600,A2_44,0.063
,,00446.582960,A1_43,0.145
,,00446.585920,A1_43,0.04
,,00446.649600,B6_41,0.018
,,00446.669120,B6_23,0.059
,,00446.742400,B6_41,0.017
,,00446.749120,B6_21,0.033
,,00446.754320,B6_23,0.054
,,00446.868080,B3_44,0.054
,,00446.886160,B6_41,0.016
,,00446.949200,D5_22,0.046
,,00446.990720,D5_33,0.04
,,00447.013360,B6_23,0.057
,,00447.024320,A2_44,0.064
,,00447.029040,D5_33,0.032
,,00447.037760,D5_13,0.04
,,00447.045680,D5_33,0.035
,,00447.066240,D5_43,0.023
,,00447.072720,B3_22,0.16
,,00447.074640,B3_42,0.062
,,00447.079360,B3_22,0.026
,,00447.082880,B3_42,0.045
,,00447.083680,B3_22,0.177
,,00447.083840,B3_32,0.048
,,00447.086480,B3_22,0.039
,,00447.093040,B3_32,0.041
,,00447.093680,B3_22,0.114
,,00447.101360,B3_32,0.037
,,00447.101440,B3_22,0.103
,,00447.109520,B2_32,0.033
,,00447.113200,D5_43,0.041
,,00447.122480,B3_42,0.045
,,00447.124400,B3_22,0.148
,,00447.127520,B3_22,0.052
,,00447.131440,B3_22,0.039
,,00447.131520,B3_32,0.045
,,00447.154000,D5_33,0.061
,,00447.156800,B3_32,0.039
,,00447.176720,D5_33,0.054
,,00447.179280,D5_33,0.034
,,00447.181120,D5_34,0.04
,,00447.193680,B3_42,0.056
,,00447.209680,A3_24,0.036
,,00447.210880,B3_22,0.12
,,00447.222480,B3_22,0.028
,,00447.227680,D5_21,0.035
,,00447.234000,D5_33,0.04
,,00447.236480,D5_41,0.014
,,00447.252640,D5_43,0.029
,,00447.273520,A2_44,0.062
,,00447.277840,D5_33,0.045
,,00447.312080,A5_13,0.066
,,00447.329120,B2_32,0.033
,,00447.350720,B6_23,0.055
,,00447.503520,A2_44,0.056
,,00447.571200,D3_24,0.036
,,00447.577520,D3_42,0.041
,,00447.584400,D3_22,0.039
,,00447.585440,D3_21,0.029
,,00447.587920,D3_24,0.038
,,00447.605360,D3_24,0.042
,,00447.613360,D3_23,0.038
,,00447.617360,D3_41,0.015
,,00447.635520,D3_42,0.048
,,00447.642000,A2_44,0.064
,,00447.649520,D3_42,0.033
,,00447.687680,D3_42,0.035
,,00447.741520,B2_31,0.053
,,00447.747680,B2_32,0.034
,,00447.748400,B2_31,0.05
,,00447.859200,B6_23,0.055
,,00447.904960,C3_22,0.306
,,00447.907280,C3_22,0.025
,,00447.958160,A2_44,0.041
,,00448.055200,D2_21,0.084
,,00448.058320,D2_21,0.033
,,00448.058640,D2_23,0.084
,,00448.062320,A1_43,0.066
,,00448.064480,B6_23,0.065
,,00448.077440,D2_21,0.081
,,00448.083280,D2_34,0.068
,,00448.090240,D2_21,0.061
,,00448.097840,D2_21,0.038
,,00448.102240,D2_21,0.074
,,00448.114880,D2_21,0.053
,,00448.119120,D2_34,0.072
,,00448.133520,D2_34,0.068
,,00448.138400,B3_44,0.062
,,00448.143280,D2_21,0.062
,,00448.154800,B2_31,0.056
,,00448.155440,A2_44,0.042
,,00448.161840,A2_44,0.056
,,00448.162240,B2_31,0.052
,,00448.165760,D2_21,0.075
,,00448.171120,D2_21,0.055
,,00448.189040,D2_21,0.038
,,00448.209920,D2_21,0.037
,,00448.223840,D2_21,0.063
,,00448.236320,B2_31,0.053
,,00448.242080,B2_32,0.029
,,00448.244800,B2_31,0.046
,,00448.317360,B2_32,0.04
,,00448.326480,B2_32,0.032
,,00448.327280,B3_22,0.152
,,00448.337120,B2_34,0.062
,,00448.337840,B2_32,0.036
,,00448.353680,B2_31,0.053
,,00448.367760,B2_31,0.05
,,00448.382160,B2_31,0.045
,,00448.423040,A2_44,0.068
,,00448.524320,B2_32,0.03
,,00448.527680,D5_22,0.029
,,00448.552720,A2_44,0.057
,,00448.569840,B6_23,0.051
,,00448.624880,D5_43,0.041
,,00448.651520,D5_33,0.043
,,00448.697600,A2_44,0.058
,,00448.704480,A1_44,0.059
,,00448.765120,B2_32,0.032
,,00448.828000,A1_44,0.05
,,00448.846320,A1_44,0.047
,,00448.847600,A1_43,0.138
,,00448.849840,A1_43,0.04
,,00448.875840,A1_41,0.017
,,00448.881520,A2_44,0.038
,,00448.895840,A1_44,0.053
,,00448.897280,A1_43,0.14
,,00448.900400,A1_43,0.023
,,00448.923200,A1_44,0.045
,,00448.924480,A1_43,0.06
,,00448.929920,A1_12,0.139
,,00448.948080,A1_43,0.058
,,00448.949120,A2_44,0.047
,,00448.980640,B2_32,0.034
,,00448.991280,A2_44,0.051
,,00449.004080,B3_44,0.063
,,00449.012000,B5_22,0.034
,,00449.013440,A2_44,0.051
,,00449.038320,B2_31,0.057
,,00449.048240,B2_31,0.056
,,00449.072880,B6_23,0.053
,,00449.084480,A2_44,0.057
,,00449.576720,C3_22,0.296
,,00449.576800,A2_44,0.064
,,00449.619680,B6_23,0.049
,,00449.756800,A2_44,0.064
,,00449.785120,D3_24,0.037
,,00449.801600,D3_24,0.052
,,00449.827600,D3_24,0.037
,,00449.873600,D3_41,0.015
,,00449.954320,B3_44,0.07
,,00449.960960,C1_12,0.028
,,00449.965280,B3_22,0.156
,,00449.977200,B3_22,0.131
,,00450.000800,B6_23,0.061
,,00450.011840,A2_44,0.059
,,00450.072320,C1_43,0.045
,,00450.116480,B2_31,0.057
,,00450.118880,D6_33,0.053
,,00450.119440,B6_41,0.021
,,00450.127920,D6_21,0.04
,,00450.131120,B2_31,0.056
,,00450.162080,D6_33,0.051
,,00450.197040,A2_44,0.059
,,00450.233280,D6_33,0.048
,,00450.275440,D6_33,0.054
,,00450.283040,D6_33,0.047
,,00450.308320,A1_44,0.031
,,00450.311120,D6_33,0.057
,,00450.311360,B6_23,0.051
,,00450.347440,B6_41,0.023
,,00450.382000,A2_44,0.058
,,00450.504880,B2_32,0.026
,,00450.536720,D5_22,0.042
,,00450.586080,A2_44,0.039
,,00450.626400,B2_32,0.041
,,00450.636320,A2_44,0.07
,,00450.667200,A2_44,0.11
,,00450.671600,A1_43,0.066
,,00450.720880,B3_44,0.071
,,00450.745200,B6_23,0.057
,,00450.755120,A2_44,0.07
,,00450.804560,B3_44,0.058
,,00450.814080,A2_44,0.059
,,00450.884560,B3_22,0.037
,,00450.893920,B3_32,0.044
,,00451.032240,B3_22,0.12
,,00451.043600,B3_22,0.123
,,00451.046960,B3_22,0.022
,,00451.062880,B3_22,0.131
,,00451.067840,B3_32,0.05
,,00451.072880,B3_22,0.102
,,00451.076880,B3_22,0.082
,,00451.078000,B3_42,0.043
,,00451.085520,B3_22,0.046
,,00451.098720,B3_22,0.056
,,00451.162320,B6_23,0.056
,,00451.202720,B3_22,0.164
,,00451.205680,B3_22,0.029
,,00451.216160,B3_32,0.044
,,00451.263840,B3_32,0.042
,,00451.283360,B3_22,0.039
,,00451.303840,B3_42,0.04
,,00451.322880,A2_44,0.064
,,00451.511840,A2_44,0.051
,,00451.593200,D4_23,0.035
,,00451.596000,C3_43,0.046
,,00451.632960,D4_21,0.049
,,00451.661760,D4_21,0.063
,,00451.696000,A2_44,0.057
,,00451.704720,D4_21,0.037
,,00451.713920,B6_23,0.057
,,00451.724640,A1_44,0.065
,,00451.726480,A1_43,0.157
,,00451.758640,A1_43,0.137
,,00451.762080,A1_43,0.027
,,00451.765360,D4_32,0.035
,,00451.810080,A1_44,0.052
,,00451.821760,A1_43,0.054
,,00451.838000,B6_23,0.056
,,00451.839360,A2_44,0.058
,,00451.848480,A1_44,0.051
,,00451.889920,A1_43,0.05
,,00451.914720,B2_32,0.034
,,00451.942800,C4_42,0.041
,,00452.245200,A2_44,0.058
,,00452.378480,D5_22,0.055
,,00452.388080,B6_23,0.053
,,00452.427840,A2_44,0.059
,,00452.592400,B2_31,0.056
,,00452.600640,B2_31,0.046
,,00452.646560,A5_24,0.074
,,00452.743680,A2_44,0.06
,,00452.851360,A2_44,0.054
,,00452.861680,B3_44,0.06
,,00452.897600,B6_21,0.035
,,00452.900320,B6_23,0.076
,,00452.902560,B6_21,0.033
,,00452.902640,B6_13,0.04
,,00452.903040,A2_44,0.042
,,00452.903280,B6_23,0.068
,,00452.906400,B6_21,0.05
,,00452.912000,B6_41,0.019
,,00452.915840,B6_23,0.076
,,00452.916000,B6_41,0.016
,,00452.918240,B6_41,0.015
,,00452.918400,B6_23,0.035
,,00452.918720,B6_13,0.041
,,00452.919920,B6_21,0.035
,,00452.920560,B6_31,0.036
,,00452.921360,B6_41,0.017
,,00452.922240,B6_24,0.091
,,00452.922640,B6_23,0.055
,,00452.926080,B6_23,0.06
,,00452.932080,B6_21,0.04
,,00452.936160,B6_41,0.016
,,00452.937680,B6_21,0.033
,,00452.939520,B6_23,0.083
,,00452.940320,B6_24,0.09
,,00452.942160,B6_41,0.026
,,00452.942320,B6_23,0.063
,,00452.944480,B6_41,0.018
,,00452.950400,A2_44,0.036
,,00452.958720,B6_23,0.041
,,00452.961360,C4_34,0.037
,,00452.964160,B6_21,0.051
,,00452.968960,B6_14,0.055
,,00452.978000,B6_24,0.071
,,00452.983760,B6_41,0.018
,,00452.986320,B6_14,0.053
,,00452.998480,B6_41,0.015
,,00453.000400,C4_34,0.045
,,00453.019520,B6_41,0.028
,,00453.020080,B6_21,0.042
,,00453.021120,C4_42,0.032
,,00453.026640,B6_21,0.035
,,00453.076720,A2_44,0.041
,,00453.101280,C4_34,0.042
,,00453.106800,B6_41,0.026
,,00453.107760,A3_44,0.044
,,00453.108000,C4_42,0.047
,,00453.126160,C4_42,0.037
,,00453.129840,C4_34,0.046
,,00453.145920,B6_41,0.015
,,00453.155920,C4_42,0.037
,,00453.165520,B6_41,0.023
,,00453.204000,B6_23,0.046
,,00453.235360,C4_42,0.043
,,00453.256560,B6_41,0.023
,,00453.270800,C4_34,0.041
,,00453.271520,B6_41,0.022
,,00453.300800,C4_42,0.045
,,00453.333200,B6_41,0.019
,,00453.343760,C3_43,0.084
,,00453.345520,B6_23,0.064
,,00453.348320,B6_41,0.026
,,00453.372880,C3_43,0.059
,,00453.377920,A3_34,0.08
,,00453.380800,A3_44,0.05
,,00453.386480,A3_34,0.052
,,00453.386880,B6_41,0.025
,,00453.389760,C4_42,0.045
,,00453.399360,A3_34,0.061
,,00453.401280,C3_43,0.074
,,00453.406960,B6_41,0.024
,,00453.415840,A2_44,0.053
,,00453.428720,A3_34,0.062
,,00453.450480,B6_41,0.024
,,00453.458960,B3_44,0.07
,,00453.466080,B2_32,0.042
,,00453.471440,C4_42,0.032
,,00453.480880,C3_43,0.071
,,00453.487280,B6_23,0.058
,,00453.505600,B6_41,0.026
,,00453.512560,B6_21,0.04
,,00453.514720,D5_43,0.053
,,00453.518480,B3_44,0.061
,,00453.530480,B6_41,0.022
,,00453.565120,B6_41,0.02
,,00453.574400,B3_22,0.156
,,00453.580400,B3_22,0.136
,,00453.585840,B6_21,0.039
,,00453.606880,D5_43,0.042
,,00453.633760,B6_41,0.019
,,00453.671760,B6_41,0.024
,,00453.676240,B6_23,0.06
,,00453.706160,B6_23,0.049
,,00453.722640,B6_41,0.016
,,00453.753280,A2_44,0.059
,,00453.762640,B6_24,0.037
,,00453.782000,B6_41,0.015
,,00453.784560,C3_22,0.297
,,00453.785120,B6_23,0.057
,,00453.786960,C3_22,0.037
,,00453.813280,B6_23,0.045
,,00453.826880,D3_24,0.038
,,00453.860160,B6_41,0.024
,,00453.864320,D3_41,0.012
,,00453.870240,D3_24,0.031
,,00453.877520,B6_23,0.04
,,00453.888960,D3_24,0.042
,,00453.912480,B6_23,0.053
,,00453.922160,B6_24,0.032
,,00453.931440,B6_41,0.025
,,00453.943760,B6_23,0.054
,,00453.960720,B6_41,0.019
,,00454.012240,B6_41,0.017
,,00454.018000,B4_31,0.046
,,00454.023360,B6_21,0.042
,,00454.028000,B6_23,0.068
,,00454.037360,D4_23,0.038
,,00454.040640,B6_41,0.021
,,00454.043680,B6_23,0.036
,,00454.051760,B6_23,0.052
,,00454.059040,B6_23,0.034
,,00454.068320,D2_21,0.041
,,00454.071920,A2_44,0.058
,,00454.089600,B6_41,0.024
,,00454.114880,B6_41,0.013
,,00454.136320,B6_23,0.039
,,00454.148320,B2_32,0.029
,,00454.149520,B6_41,0.02
,,00454.156240,B6_23,0.049
,,00454.165920,B6_23,0.061
,,00454.168640,B6_23,0.044
,,00454.172240,B6_21,0.046
,,00454.182160,B6_41,0.02
,,00454.192080,B3_22,0.153
,,00454.215040,B6_23,0.045
,,00454.229680,A2_44,0.059
,,00454.247440,B6_41,0.021
,,00454.261920,B6_21,0.044
,,00454.277520,B6_41,0.018
,,00454.284160,B6_23,0.049
,,00454.324560,B6_21,0.034
,,00454.356720,B6_41,0.019
,,00454.387680,B6_41,0.02
,,00454.403520,A2_44,0.056
,,00454.435600,A5_13,0.07
,,00454.455920,B6_41,0.019
,,00454.473280,B6_23,0.069
,,00454.489520,A5_13,0.069
,,00454.530880,B6_41,0.023
,,00454.543520,B3_22,0.148
,,00454.560640,B3_22,0.132
,,00454.614640,B2_32,0.042
,,00454.658880,B6_23,0.031
,,00454.661360,B6_41,0.029
,,00454.699520,B6_41,0.015
,,00454.715680,C3_22,0.308
,,00454.717920,C3_22,0.025
,,00454.726480,A5_24,0.071
,,00454.743840,A2_44,0.057
,,00454.838480,B3_22,0.146
,,00454.881920,B6_41,0.026
,,00454.886240,C3_22,0.278
,,00454.886640,B2_31,0.062
,,00454.888560,C3_22,0.027
,,00454.896080,B2_31,0.054
,,00454.931360,A2_44,0.053
,,00454.950800,B3_44,0.057
,,00455.001120,B2_32,0.037
,,00455.027920,C3_22,0.264
,,00455.030240,C3_22,0.035
,,00455.047840,B2_32,0.039
,,00455.103600,A2_44,0.061
,,00455.255040,B6_41,0.023
,,00455.270640,A2_44,0.059
,,00455.303120,B6_41,0.015
,,00455.358560,C3_22,0.278
,,00455.360960,C3_22,0.029
,,00455.419120,B3_22,0.16
,,00455.427520,B6_23,0.046
,,00455.515520,B2_32,0.034
,,00455.530240,A2_44,0.033
,,00455.548480,A2_44,0.049
,,00455.562800,B6_21,0.034
,,00455.564240,A2_44,0.034
,,00455.566560,A2_44,0.027
,,00455.576400,A2_44,0.057
,,00455.588640,B3_22,0.157
,,00455.589600,A2_44,0.053
,,00455.598640,A2_22,0.037
,,00455.616560,A2_44,0.045
,,00455.671840,B6_23,0.037
,,00455.700640,A2_44,0.055
,,00455.711360,B3_44,0.064
,,00455.713760,A1_43,0.058
,,00455.840480,A1_41,0.015
,,00455.852000,A1_43,0.037
,,00455.925280,A1_43,0.066
,,00455.984320,B6_41,0.02
,,00455.999280,B3_44,0.053
,,00456.004640,C3_22,0.277
,,00456.007120,C3_22,0.042
,,00456.018000,B2_11,0.047
